cnpj_cia;cd_cvm;denom_social;denom_comerc;dt_const;setor_ativ;sit_emissor;controle_acionario;logradouro;compl;bairro;mun;uf;cep;auditor;descricao;site;ticker
00.389.481/0001-79;24880;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;1995-01-10;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rua da Alfazema, nº 761;7º andar sala 703;Caminho das Árvores;SALVADOR;BA;41820710.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;;http://www.lmfrotas.com.br/;
02.286.479/0001-08;24813;LOCALIZA  FLEET S.A.;LOCALIZA  FLEET S.A.;1997-12-15;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO HOLDING;Avenida Bernardo de Vasconcelos, 377;;Cachoeirinha;BELO HORIZONTE;MG;31150000.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Gestão de frotas;https://frotas.localiza.com/;
16.670.085/0001-55;19739;LOCALIZA RENT A CAR SA;LOCALIZA RENT A CAR;1973-09-14;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Avenida Bernardo de Vasconcelos;377;Cachoeirinha;BELO HORIZONTE;MG;31150000.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Aluguel de carros e gestão de frotas;www.localiza.com;['RENT3']
09.041.168/0001-10;23272;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.;2007-07-03;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO HOLDING;Av. Professor Mário Werneck, nº 621, 10º andar, BH/MG;Conjunto 02;Estoril;BELO HORIZONTE;MG;30455610.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Administração de bens próprios, prestação de serviços de engenharia e construção.Incorporação, construção comercialização e locação de imóveis.Participação em outras sociedades como sócia ou acionista;http://www.logcp.com.br;['LOGG3']
42.278.291/0001-24;20710;LOG-IN LOGISTICA INTERMODAL SA;LOG-IN LOGISTICA INTERMODAL SA;1988-07-31;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rua do Passeio, 78;12º andar - 1201;Centro;RIO DE JANEIRO;RJ;20021290.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;A Log-In oferece soluções logísticas integradas através do transporte marítimo em navios porta-contêineres, terminal portuário, terminais intermodais e transporte rodoviário de curta distância.;www.loginlogistica.com.br;['LOGN3']
96.418.264/0218-02;25038;LOJAS QUERO QUERO S.A.;LOJAS QUERO-QUERO S.A.;1967-08-15;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO;Avenida General Flores da Cunha;nº 1943;Vila Cachoeirinha;CACHOEIRINHA;RS;94910003.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Comércio varejista especializado em material de construção, eletrodomésticos e móveis.;http://www.queroquero.com.br/;['LJQQ3']
92.754.738/0001-62;8133;LOJAS RENNER SA;RENNER;1965-06-10;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO;Av. Joaquim Porto Villanova, 401;7º andar;Jardim do Salso;PORTO ALEGRE;RS;91410400.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Loja de Departamentos (Comércio Varejista);http://lojasrenner.mzweb.com.br/;['LREN3']
02.338.534/0001-58;17434;LONGDIS SA;LONGDIS SA;1997-11-06;Sem Setor Principal;FASE OPERACIONAL;PRIVADO HOLDING;Rua Pascoal Pais, 525;18º, sala Longdis;Vila Cordeiro;SÃO PAULO;SP;4581060.0;RSM BRASIL AUDITORES INDEPENDENTES LTDA.;Participação em outras sociedades.;http://longdis.mzweb.com.br;['SPRT3B']
08.078.847/0001-09;20370;LPS BRASIL CONSULTORIA DE IMOVEIS S/A;LOPES;2006-05-22;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;ESTRANGEIRO;Rua Estados Unidos;2000;Jardim América;SÃO PAULO;SP;1427002.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Intermediação na compra, venda, permuta e locação de imóveis ou de direitos e obrigações a eles relativos.;www.lopes.com.br;['LPSB3']
89.463.822/0001-12;20060;LUPATECH S.A.;LUPATECH;1980-08-01;Máquinas, Equipamentos, Veículos e Peças;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;PRIVADO;Rodovia Anhanguera, sentido interior/capital;KM 119, prédio C;Distrito Industrial;NOVA ODESSA;SP;13388220.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Fabricante de equipamentos e provedor de serviços para o setor de Petróleo e Gás.;www.lupatech.com.br;['LUPA3']
43.948.405/0001-69;26506;LUPO S.A.;;1937-06-11;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO;Rodovia Washington Luis;Km 276,5;Recreio Campestre;ARARAQUARA;SP;14803900.0;KPMG AUDITORES INDEPENDENTES LTDA.;Industria e comércio de meias, malharia e confecções têxteis em gerais, de máquinas, peças e equipamentos para indústrial têxtil, fiação, embalagens e mecãnica em geral.;www.ri.lupo.com.br;
02.351.877/0001-52;24910;LWSA S/A;LWSA S/A;1997-10-29;Comunicação e Informática;FASE OPERACIONAL;PRIVADO;Rua Itapaiúna, 2.434;;Vila Andrade;SÃO PAULO;SP;5707001.0;KPMG AUDITORES INDEPENDENTES LTDA.;;www.lwsa.tech;['LWSA3']
07.206.816/0001-15;20338;M. DIAS BRANCO SA IND E COM DE ALIMENTOS;M DIAS BRANCO SA IND E COM DE ALIMENTOS;1961-01-01;Alimentos;FASE OPERACIONAL;PRIVADO;ROD. BR 116;KM 18 S/N;JABUTI;EUSÉBIO;CE;61760000.0;KPMG AUDITORES INDEPENDENTES LTDA.;Industrialização e comércio de biscoitos bolachas massas bolos mistura para bolos snacks salgadinhos torradas farinha de trigo e outros produtos derivados do trigo refrescos em pó etc.;www.mdiasbranco.com.br;['MDIA3']
13.783.221/0004-78;26379;MADERO INDÚSTRIA E COMÉRCIO S.A.;;2011-08-01;Alimentos;FASE OPERACIONAL;PRIVADO;Avenida Vicente Nadal;nº 433;Cará-Cará;PONTA GROSSA;PR;84043760.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Fabricação e comercialização de produtos alimentícios em geral;ri.grupomadero.com.br;
08.795.211/0001-70;23612;MAESTRO LOCADORA DE VEÍCULOS S.A.;MAESTRO LOCADORA DE VEÍCULOS S.A.;2007-04-05;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;RUA PAULO DO VALE, Nº 356;SALA 3, FUNDOS;VILA CERCADO GRANDE;EMBU DAS ARTES;SP;6804010.0;KPMG AUDITORES INDEPENDENTES LTDA.;A Companhia presta serviços de locação de veículos e gestão de frotas.;www.maestrofrotas.com.br;['MSRO3']
47.960.950/0001-21;22470;MAGAZINE LUIZA SA;MAGAZINE LUIZA SA;1957-10-30;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO;Rua Voluntários da Franca, 1465;-;Centro;FRANCA;SP;14400490.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Somos uma plataforma de varejo multicanal.;www.magazineluiza.com.br;['MGLU3']
60.476.884/0001-87;8575;MAHLE METAL LEVE S.A.;MAHLE METAL LEVE;1950-08-22;Máquinas, Equipamentos, Veículos e Peças;FASE OPERACIONAL;PRIVADO;Av. Ernst MAHLE, 2000;;Mombaça;MOGI GUAÇU;SP;13849050.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Industria e comércio de peças e componentes para motores a combustão;www.mahle.com.br;['LEVE3']
09.584.854/0001-37;26719;MANAUS TRANSMISSORA DE ENERGIA S.A;MANAUS TRANSMISSORA DE ENERGIA S.A;2008-04-22;Energia Elétrica;FASE OPERACIONAL;PRIVADO;ST SCN Quadra 01, nº 85, Bloco C, Edifício BSB Trade C.;Salas 1708 a 1714;Asa Norte;BRASÍLIA;DF;70711902.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Construção, implantação, operação e manutenção do Serviço Público de Transmissão de Energia Elétrica da Rede Básica do SIN, composto pela LT Oriximiná/Cariri, SE Itacoatiara e SE Cariri.;www.evoltz.com.br;
61.065.298/0001-02;8397;MANGELS INDUSTRIAL S.A.;MANGELS;1928-10-01;Metalurgia e Siderurgia;FASE OPERACIONAL;PRIVADO;Rodovia Fernão Dias;Km 755,6;Distrito Industrial;TRÊS CORAÇÕES;MG;37418760.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Produção de relaminados, trefilados e perfilados de aço, exceto arames.;www.mangels.com.br;['MGEL3', 'MGEL4']
61.082.004/0001-50;8427;MANUFATURA DE  BRINQUEDOS ESTRELA SA;ESTRELA;1944-12-19;Brinquedos e Lazer;FASE OPERACIONAL;PRIVADO;Avenida Eusébio Matoso, 1375;7 º andar;Pinheiros;SÃO PAULO;SP;5423180.0;TRÍADE AUDITORES INDEPENDENTES;Fabricação de Brinquedos e Jogos Recreativos;www.estrela.com.br;['ESTR4']
88.611.835/0001-29;8451;MARCOPOLO SA;MARCOPOLO;1949-08-06;Máquinas, Equipamentos, Veículos e Peças;FASE OPERACIONAL;PRIVADO;Avenida Marcopolo;280;Planalto;CAXIAS DO SUL;RS;95086200.0;KPMG AUDITORES INDEPENDENTES LTDA.;Indústria e comércio de ônibus e carrocerias para ônibus, suas partes, peças e componentes;www.marcopolo.com.br;['POMO3', 'POMO4']
03.853.896/0001-40;20788;MARFRIG GLOBAL FOODS SA;MARFRIG;2000-04-06;Alimentos;FASE OPERACIONAL;PRIVADO;Av. Queiroz Filho;1560, Blc 5, Sl. 301;Vila Hamburguesa;SÃO PAULO;SP;5319000.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Produção e distribuição de alimentos à base de carne bovina, suína, ovina e avícola, in natura, elaborados e processados, couros semi-terminados e terminados, além de outros produtos alimentícios.;;['ADR']
07.334.600/0001-35;16268;MARINA DE IRACEMA PARK SA;MARINA PARK;1983-10-12;Hospedagem e Turismo;FASE OPERACIONAL;PRIVADO;AVENIDA PRESIDENTE CASTELO BRANCO 400;;PRAIA DE IRACEMA;FORTALEZA;CE;60191070.0;P & L AUDITORES INDEPENDENTES S/S;RAMO TURISTICO, DE HOTELARIA EM GERAL, SERVICOS DE ANCORADOURO E ACOSTAMENTO DE EMBARCACOES DE RECREIO E SERVICO DE SUPRIMENTO AS TRIPUILACOES DAS EMBARCACOES;www.marinapark.com.br;
61.189.288/0001-89;22055;MARISA LOJAS SA;MARISA LOJAS SA;1959-04-28;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO;Rua James Holland;422/432;Barra Funda;SÃO PAULO;SP;1138000.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Comércio varejista de artigos do vestuário e acessórios, prestação de serviços de correspondente bancário, intermediação de negócios e congêneres, atuação como representante de seguros.;ri.marisa.com.br/;
11.395.624/0001-71;22500;MASSA FALIDA DA BRASIL PHARMA SA;BRASIL PHARMA SA - EM RECUPERAÇÃO JUDICIAL;2009-12-07;Farmacêutico e Higiene;FALIDA;PRIVADO HOLDING;Rua dos Pinheiros, nº 498;1º andar, parte 3;Pinheiros;SÃO PAULO;SP;5422902.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;;;
83.296.889/0001-23;10243;MASSA FALIDA DA SA IND E COMERCIO CHAPECO;CHAPECO;1952-10-11;Alimentos;FALIDA;PRIVADO;Rua Marechal José B. Bomann, 1000;E;Jardim Italia;CHAPECÓ;SC;89802121.0;MOORE STEPHENS LIMA LUCCHESI AUDITORES INDEPENDENTES;A industrialização de produtos alimentares derivados de animais suínos, bovinos e outros que convier, inclusive subprodutos e o respectivo comércio, por atacado e a varejo.;;
86.550.951/0001-50;19658;MASSA FALIDA DE POMIFRUTAS S/A;POMIFRUTAS S/A;1962-11-01;Agricultura (Açúcar, Álcool e Cana);FALIDA;PRIVADO;Rodovia SC 355 KM28;Sala 01;Bairro Fischer;FRAIBURGO;SC;89580000.0;EVOLUÇÃO AUDITORES INDEPENDENTES S/S ILIMITADA;POMICULTURA PRODUÇÃO, COMERCIALIZAÇÃO E EXPORTAÇÃO;www.pomifrutas.com.br;['FRTA3']
15.688.041/0001-90;22861;MBK SECURITIZADORA S/A;MBK SECUTITIZADORA S/A;2012-06-25;Securitização de Recebíveis;FASE OPERACIONAL;PRIVADO;Avenida do Contorno 6594;17o Andar Sl 1620A;Savassi;BELO HORIZONTE;MG;30110044.0;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;;www.mbkinvest.com.br;
14.110.585/0001-07;25232;MELIUZ S.A.;MELIUZ S.A.;2008-08-11;Comunicação e Informática;FASE OPERACIONAL;PRIVADO;Rua José Versolato, n° 111-B;Sala 3014;Bairro Centro;;SP;9750730.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Portal virtual para veiculação e divulgação de marcas, produtos e outros materiais, locação de espaço publicitário, intermediação de negócios, licenciamento de softwares e participação em sociedades.;https://www.meliuz.com.br/;['CASH3']
12.181.987/0001-77;25119;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;MELNICK EVEN DESENVOLVIMENTO IMOBILIÁRIO S.A.;2010-05-10;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Rua Carlos Trein Filho, nº 551;;Auxiliadora;PORTO ALEGRE;RS;90450120.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Construção, incorporação, loteamento e comercialização de condomínios e empreendimentos imobiliários de qualquer natureza.;https://ri.melnick.com.br;['MELK3']
17.162.082/0001-73;4782;MENDES JUNIOR ENGENHARIA SA;MENDES JUNIOR ENGENHARIA S/A;1953-12-31;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Avenida João Pinheiro, 39;15º andar / Sala 153;Boa Viagem;BELO HORIZONTE;MG;30130183.0;RSM BRASIL AUDITORES INDEPENDENTES LTDA.;Construção pesada;www.mendesjuniorengenharia.com.br;['MEND3', 'MEND6', 'MEND5']
33.040.601/0001-87;8540;MERCANTIL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;MERCANTIL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;1972-12-12;Bancos;FASE OPERACIONAL;PRIVADO;Rua Ministro Orozimbo Nonato, 215;15º andar;Vila da Serra;NOVA LIMA;MG;34006053.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Crédito, Financiamento e Investimento;https://ri.bancomercantil.com.br/;['MERC3', 'MERC4']
04.821.041/0001-08;20613;METALFRIO SOLUTIONS S/A;METALFRIO SOLUTIONS S/A;1960-01-01;Máquinas, Equipamentos, Veículos e Peças;FASE OPERACIONAL;PRIVADO;AV. ABRAHÃO GONÇALVES BRAGA, 412;KM 12,5 Via Anchieta;VILA LIVIERO;SÃO PAULO;SP;4186220.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;FABRICAÇÃO E COMERCIALIAZAÇÃO DE GELADEIRAS E SIMILARES, DE MÁQUINAS DE VENDAS AUTOMÁTICAS, COMPONENTES E PEÇAS;www.metalfrio.com.br;['FRIO3']
92.690.783/0001-09;8656;METALURGICA GERDAU SA;METALÚRGICA GERDAU;1939-08-24;Metalurgia e Siderurgia;FASE OPERACIONAL;PRIVADO;Avenida Doutora Ruth Cardoso, 8.501;8º andar;Pinheiros;SÃO PAULO;SP;5425070.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Participação e Administração;https://www.gerdau.com.br/;['GOAU3', 'GOAU4']
85.778.074/0001-06;13439;METALURGICA RIOSULENSE SA;METALURGICA RIOSULENSE S/A;;Máquinas, Equipamentos, Veículos e Peças;FASE OPERACIONAL;PRIVADO;Rua Emilio Adami;700;Barra do Trombudo;RIO DO SUL;SC;89164910.0;VGA AUDITORES INDEPENDENTES SOCIEDADE SIMPLES LTDA;;https://ri.riosulense.com.br/;['RSUL3', 'RSUL4']
16.234.171/0001-15;8745;METANOR SA METANOL DO NE;METANOR S.A METANOL DO NORDESTE;1974-12-26;Petroquímicos e Borracha;FASE OPERACIONAL;PRIVADO;Rua Eteno, 1242;Pólo Petroquímico;COPEC;CAMAÇARI;BA;42810000.0;MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.;;www.metanor.com.br;
86.375.425/0001-09;8753;METISA METALÚRGICA  TIMBOENSE SA;METISA;1942-01-05;Metalurgia e Siderurgia;FASE OPERACIONAL;PRIVADO;Rua Fritz Lorenz Nº 2442;Caixa Postal 11;Distrito Industrial;TIMBÓ;SC;89120000.0;CROWE MACRO AUDITORES INDEPENDENTES SOCIEDADE SIMPLES;Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação.;www.metisa.com.br;['MTSA3', 'MTSA4']
27.093.558/0001-15;22012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A;1980-12-01;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO HOLDING;Avenida Dra. Ruth Cardoso;nº 7815 - CJ 401-B;Pinheiros;SÃO PAULO;SP;5425905.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Locação e venda de peças, máquinas e equipamentos pesados;www.mills.com.br;['MILS3']
17.161.241/0001-15;8818;MINASMAQUINAS SA;MINASMÁQUINAS S/A;1961-09-08;Máquinas, Equipamentos, Veículos e Peças;FASE OPERACIONAL;PRIVADO HOLDING;BR 381 - ROD. FERNÃO DIAS, KM 2, Nº 2211;;BANDEIRANTES;CONTAGEM;MG;32240090.0;VILLELA E ASSOCIADOS AUDITORIA E CONSULTORIA S/S;COMÉRCIO DE VEÍCULOS, PEÇAS E SERVIÇOS (CONCESSIONÁRIA MERCEDES-BENZ);www.minasmaquinas.com.br;['MMAQ3', 'MMAQ4']
67.620.377/0001-14;20931;MINERVA S/A;MINERVA S/A;1992-01-01;Alimentos;FASE OPERACIONAL;PRIVADO;Av. Antônio Manço Bernardes;s/nº;Chacara Minerva;BARRETOS;SP;14781545.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Líder na América do Sul na exportação de carne bovina in natura e seus derivados, e que atua também no segmento de processados.;www.minervafoods.com/ri;['BEEF3']
90.076.886/0001-40;13765;MINUPAR PARTICIPACOES SA;MINUPAR;1984-08-01;Alimentos;FASE OPERACIONAL;PRIVADO;Av. Senador Alberto Pasqualini;nº 1535;São Cristóvão;LAJEADO;RS;95913162.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Participação em outras empresas, bem como criação, abate, industrialização, comercialização,importação e exportação de carnes e produtos derivados de aves, e prestação de serviços aterceiros.;www.minupar.com.br;['MNPR3']
07.882.930/0001-65;24902;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;;2005-09-09;Construção Civil, Mat. Constr. e Decoração;FASE OPERACIONAL;PRIVADO;Alameda Santos, 700;5º Andar;Jardim Paulista;SÃO PAULO;SP;1418002.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;(a) Incorporação e comercialização de empreendimentos imobiliários de qualquer natureza, (b) loteamento de terrenos, (c) construção de condomínios;www.mitrerealty.com.br;['MTRE3']
13.444.994/0001-87;22586;MLOG S.A.;MLOG S.A.;2011-03-10;Sem Setor Principal;FASE PRÉ-OPERACIONAL;PRIVADO;Rua Lauro Muller;116, 26° andar, 2601;Botafogo;RIO DE JANEIRO;RJ;22290906.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ABN e CNA em operação, navegação offshore e de interior. NSN pré operacional no setor de navegação. MOPI pré operacional no setor de mineração. CDNC pré operacional no setor de logística.;www.mlog.com.br;
02.762.115/0001-49;17914;MMX MINERACAO E METALICOS SA FALIDA;MMX MINERAÇÃO E METÁLICOS S.A.  - EM RECUPERAÇÃO JUDICIAL;1998-08-26;Extração Mineral;FALIDA;PRIVADO;Rua Lauro Müller, nº 116;24º andar, sala 2403;Botafogo;RIO DE JANEIRO;RJ;22290906.0;BKR - LOPES, MACHADO AUDITORES;Mineração de Minério de Ferro;www.mmx.com.br;['MMXM3']
12.592.831/0001-89;26611;MNLT S.A.;MNLT S.A.;2010-09-21;Sem Setor Principal;FASE OPERACIONAL;PRIVADO HOLDING;Avenida Doutora Ruth Cardoso, nº 7221;Cj 1501, 14º andar;Pinheiros;SÃO PAULO;SP;5425902.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;credenciamento adm. de instrumento de pagamento desenvolvimento tecnológico automação representação de franquias e participação societária em outras pessoas jurídicas nacionais ou estrangeiras.;https://www.stone.com.br/demonstracoes-financeiras-mnlt;
31.553.627/0001-01;25461;MOBLY S.A.;MOBLY S.A.;2018-08-22;Comércio (Atacado e Varejo);FASE OPERACIONAL;ESTRANGEIRO;Avenida das Nações Unidas, nº 16.737, Mezanino;sala 2;Várzea de Baixo;SÃO PAULO;SP;4730090.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Intermediação, importação, exportação e comércio varejista de móveis e artigos domésticos em geral serviços de montagem comércio varejista de materiais de construção em geral e outros.;www.mobly.com.br;['MBLY3']
37.702.340/0001-74;26328;MONTE RODOVIAS S.A.;MONTE RODOVIAS S.A.;2020-07-13;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rua Leopoldo Couto de Magalhaes Junior, nº 1.098, conjunto 9;;Itaim Bibi;SÃO PAULO;SP;4542001.0;KPMG AUDITORES INDEPENDENTES LTDA.;A exploração, de negócios de concessão de obras e serviços públicos, especificamente a prestação de serviços de execução, gestão e fiscalização de atividades relacionadas à operação.;www.monterodovias.com.br;
