Code;Details
0;AREIAS BELAS AGRIC IRRIGADA S.A.- ABAISA           (REGISTRO ATIVO)
914473;ARES 2 PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
58033;ARES MANAGEMENT CORP (REGISTRO ATIVO)
914085;ARES ONE PARTICIPACOES S.A. (REGISTRO ATIVO)
22349;AREZZO INDÚSTRIA E COMÉRCIO S.A. (REGISTRO ATIVO)
917580;ARGEB ENERGIA EMPREENDIMENTOS E PARTICIPACOES S.A. (REGISTRO ATIVO)
16888;ARGENTUM PARTICIPACOES SA (REGISTRO CANCELADO)
56499;ARGENX SE (REGISTRO ATIVO)
24120;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
24210;ARGO TRANSMISSAO DE ENERGIA S.A. (REGISTRO ATIVO)
26662;ARGO V TRANSMISSÃO DE ENERGIA S.A. (REGISTRO ATIVO)
26670;ARGO VI TRANSMISSÃO DE ENERGIA S.A. (REGISTRO ATIVO)
26654;ARGO VII TRANSMISSÃO DE ENERGIA S.A. (REGISTRO ATIVO)
17566;ARGOLIS HOLDINGS S.A. (REGISTRO CANCELADO)
18341;ARGOLIS PARTICIPAÇÕES S/A (REGISTRO CANCELADO)
54461;ARISTA NETWORKS INC (REGISTRO ATIVO)
917654;ARKLOK – EQUIPAMENTOS DE INFORMÁTICA S.A (REGISTRO ATIVO)
914465;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.
26069;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A. (REGISTRO ATIVO)
900308;ARMAZEM MATEUS S.A. (REGISTRO ATIVO)
515;ARMAZENS GERAIS EMPR UNIAO SA (REGISTRO CANCELADO)
900332;ARMCO DO BRASIL S.A. (REGISTRO ATIVO)
51543;ARMSTRONG WORLD INDUSTRIES INC (REGISTRO ATIVO)
523;ARNO SA (REGISTRO CANCELADO)
514420;AROSO HOTEIS E LAZER S.A. (REGISTRO ATIVO)
58041;ARROW ELECTRONICS INC (REGISTRO ATIVO)
58050;ARROWHEAD PHARMACEUTICALS INC (REGISTRO ATIVO)
900340;ARTECOLA QUIMICA S.A. (REGISTRO ATIVO)
531;ARTEFATOS PAPEL NE SA ARTEPE (REGISTRO CANCELADO)
911966;ARTEON Z TRANSMISSAO E PARTICIPACOES S/A (REGISTRO ATIVO)
19771;ARTERIS S.A. (REGISTRO ATIVO)
54470;ARTHUR J GALLAGHER & CO (REGISTRO ATIVO)
574;ARTHUR LANGE SA IND E COM (REGISTRO CANCELADO)
910489;CASAS PERNAMBUCANAS (REGISTRO ATIVO)
26514;ASA BRANCA HOLDING S.A. (REGISTRO ATIVO)
915132;ASA BRANCA HOLDING S.A.
911693;ASA INDUSTRIA E COMERCIO LTDA (REGISTRO ATIVO)
900114;ASAP COMÉRCIO DE MÁQUINAS E VEÍCULOS LTDA (REGISTRO ATIVO)
582;ASBERIT SA (REGISTRO CANCELADO)
56502;ASCENDIS PHARMA A/S (REGISTRO ATIVO)
913962;ASCENSUS GESTÃO E PARTICIPACOES S.A (REGISTRO ATIVO)
917464;ASCENSUS TV PAR SPE S.A. (REGISTRO ATIVO)
900365;ASCENTY DATA CENTERS E TELECOMUNICACOES S/A (REGISTRO ATIVO)
52558;ASML HOLDING NV (REGISTRO ATIVO)
590;ASO METAL SA (REGISTRO CANCELADO)
55310;ASSURANT INC (REGISTRO ATIVO)
900201;ASSURUÁ 5 ENERGIA S.A. (REGISTRO ATIVO)
27545;ASSURUÁ 5 ENERGIA S.A.  (REGISTRO ATIVO)
916585;ASTER INVESTIMENTOS S.A. (REGISTRO ATIVO)
916320;ASTIC IE PARTICIPACOES S.A. (REGISTRO ATIVO)
59393;ASTON MARTIN LAGONDA GLOBAL HOLDINGS PLC (REGISTRO ATIVO)
56537;ASTRAZENECA PLC (REGISTRO ATIVO)
900038;ASTURIAS ENERGIA RENOVAVEL S.A. (REGISTRO ATIVO)
50318;AT&T INC. (REGISTRO ATIVO)
24171;ATACADÃO S.A. (REGISTRO ATIVO)
914028;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A. (REGISTRO ATIVO)
92746;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A.
912584;LONDRINA TRANSMISSORA DE ENERGIA S/A (REGISTRO ATIVO)
912592;CAMPOS NOVOS TRANSMISSORA DE ENERGIA S/A (REGISTRO ATIVO)
912675;ATE VII FOZ DO IGUACU TRANSMISSORA DE ENERGIA S/A (REGISTRO ATIVO)
912493;ATE VIII TRANSMISSORA DE ENERGIA S/A (REGISTRO ATIVO)
900399;ATEMS DISTRIBUIDORA DE PETROLEO S/A (REGISTRO ATIVO)
900381;ATENTO BRASIL S.A. (REGISTRO ATIVO)
25810;ATHENA SAÚDE BRASIL SA (REGISTRO ATIVO)
917237;ATHON ENERGIA S/A (REGISTRO ATIVO)
900041;ATHON GERAÇÃO DISTRIBUÍDA II S.A. (REGISTRO ATIVO)
900180;ATHON GERAÇÃO DISTRIBUÍDA III S.A. (REGISTRO ATIVO)
916478;ATHON GERAÇÃO DISTRIBUÍDA S.A. (REGISTRO ATIVO)
900373;ATIVAS DATA CENTER S.A. (REGISTRO ATIVO)
22918;ATIVOS BRASILEIROS S/A (REGISTRO CANCELADO)
900431;ATIVOS S/A SECURITIZADORA DE CREDITOS FINANCEIROS (REGISTRO ATIVO)
18252;ALGAR TELECOM LESTE S.A. (REGISTRO CANCELADO)
900407;ATLANTIC ENERGIAS RENOVAVEIS S/A (REGISTRO ATIVO)
17990;ATLÂNTICA EMPREEND.IMOBILIÁRIOS S/A (REGISTRO CANCELADO)
900260;ATLAS LUIZ CARLOS COMERCIALIZADORA DE ENERGIA S.A. (REGISTRO ATIVO)
55999;ATLASSIAN CORPORATION PLC (REGISTRO ATIVO)
22934;ATLETAS BRASILEIROS S.A. (REGISTRO CANCELADO)
19100;ATMA PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
604;ATMA SA (REGISTRO CANCELADO)
55328;ATMOS ENERGY CORP (REGISTRO ATIVO)
20591;ATMOSFERA GESTÃO E HIGIENIZAÇÃO DE TÊXTE (REGISTRO CANCELADO)
90328;ATOM CONSULTORIA EMPRESARIAL S.A (REGISTRO NÃO CONCEDIDO)
15423;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
900423;ATRIUM EMPREENDIMENTOS IMOBILIARIOS S/A (REGISTRO ATIVO)
911651;ATTEND AMBIENTAL S.A. (REGISTRO ATIVO)
900449;ATVOS AGROINDUSTRIAL PARTICIPACOES SA (REGISTRO ATIVO)
900456;AUCKLAND PARTICIPACOES S.A. (REGISTRO ATIVO)
18562;AUFERVILLE TRUST SA (REGISTRO CANCELADO)
26590;AURA ALMAS MINERAÇÃO S.A. (REGISTRO ATIVO)
915140;AURA ALMAS MINERAÇÃO S.A. (REGISTRO ATIVO)
80187;AURA MINERALS INC. (REGISTRO ATIVO)
900464;AURATUS EMPREENDIMENTOS IMOBILIARIOS  S/A (REGISTRO ATIVO)
22950;AUREA SECURITIES COMPANHIA SECURITIZADORA S.A (REGISTRO CANCELADO)
26620;AUREN ENERGIA S.A. (REGISTRO ATIVO)
14656;AUSTRAL INVESTIMENTOS SA (REGISTRO CANCELADO)
92169;AUSTRAL PARTICIPAÇÕES S.A
14419;AUTEL SA TELECOMUNICAÇOES (REGISTRO CANCELADO)
900131;AUTO POSTO MONTE CARLO ONDA VERDE LTDA. (REGISTRO ATIVO)
907329;AUTO RICCI S.A. (REGISTRO ATIVO)
53520;AUTODESK INC (REGISTRO ATIVO)
900102;AUTOGERACAO SOLAR COMPARTILHADA SUDESTE S.A. (REGISTRO ATIVO)
916445;AUTOGERACAO SOLAR HOLDING S.A.
900199;AUTOGERAÇÃO SOLAR PARTICIPAÇÕES VI HOLDING S.A (REGISTRO ATIVO)
900252;AUTOGERACAO SOLAR PARTICIPACOES VI S.A. (REGISTRO ATIVO)
56510;AUTOHOME INC (REGISTRO ATIVO)
51551;AUTOMATIC DATA PROCESSING INC (REGISTRO ATIVO)
516805;AUTOMETAL AGROPECUÁRIA S.A. (REGISTRO SUSPENSO)
22381;AUTOMETAL S.A. (REGISTRO CANCELADO)
27413;AUTOMOB S.A. (REGISTRO ATIVO)
913657;AUTOPASS S.A. (REGISTRO ATIVO)
21989;AUTOPISTA FERNÃO DIAS SA (REGISTRO ATIVO)
22004;AUTOPISTA FLUMINENSE SA (REGISTRO ATIVO)
21997;AUTOPISTA LITORAL SUL (REGISTRO ATIVO)
21970;AUTOPISTA PLANALTO SUL SA (REGISTRO ATIVO)
21962;AUTOPISTA REGIS BITTENCOURT SA (REGISTRO ATIVO)
910653;AUTOSTRADE CONCESSOES E PARTICIPAÇÕES BRASIL LTDA. (REGISTRO ATIVO)
20311;AUTOTRAC COMERCIO E TELECOMUNICAÇÕES (REGISTRO CANCELADO)
21822;AUTOVIAS S/A (REGISTRO CANCELADO)
51560;AUTOZONE INC (REGISTRO ATIVO)
655;AUXILIAR LEASING SA ARR MERC (REGISTRO CANCELADO)
11924;AUXILIAR SA PARTICIPACOES (REGISTRO CANCELADO)
24333;AUZZA SECURITIZADORA S. A. (REGISTRO ATIVO)
23973;AVAL SECURITIZADORA DE CRÉDITOS S/A (REGISTRO CANCELADO)
57401;AVALARA INC (REGISTRO ATIVO)
55336;AVALONBAY COMMUNITIES INC (REGISTRO ATIVO)
12483;AVARA SA (REGISTRO CANCELADO)
55344;AVERY DENNISON CORP (REGISTRO ATIVO)
900057;AVG EMPREENDIMENTOS MINERÁRIOS S.A (REGISTRO ATIVO)
50016;AVON PRODUCTS, INC. (REGISTRO ATIVO)
917641;AXIS SOLAR III EMPREENDIMENTOS E PARTICIPAÇÕES S.A (REGISTRO ATIVO)
917566;AXIS SOLAR IX EMPREENDIMENTOS E PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
900277;AXIS SOLAR V EMPREENDIMENTOS E PARTICIPACOES (REGISTRO ATIVO)
900313;AXIS SOLAR X E E PARTICIPACOES S.A. (REGISTRO ATIVO)
58068;AXON ENTERPRISE INC (REGISTRO ATIVO)
917620;AXS ENERGIA UNIDADE 02 S.A. (REGISTRO ATIVO)
900115;AXS ENERGIA UNIDADE 05 S.A. (REGISTRO ATIVO)
900174;AXS ENERGIA UNIDADE 06 S.A. (REGISTRO ATIVO)
900239;AXS ENERGIA UNIDADE 07 S.A (REGISTRO ATIVO)
900323;AXS ENERGIA UNIDADE 08 S.A (REGISTRO ATIVO)
900003;AXS PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
58076;AZENTA INC (REGISTRO ATIVO)
11975;AZEVEDO E TRAVASSOS S.A. (REGISTRO ATIVO)
900506;AZUL LINHAS AEREAS BRASILEIRAS S.A. (REGISTRO ATIVO)
24112;AZUL S.A. (REGISTRO ATIVO)
917634;B.A. -EMPREENDIMENTOS E PARTICIPACOES S/A (REGISTRO ATIVO)
917526;B100 CONTROLE E PARTICIPACOES S.A. (REGISTRO ATIVO)
21610;BRASIL, BOLSA, BALCÃO (REGISTRO ATIVO)
911065;BABILONIA HOLDING S.A. (REGISTRO ATIVO)
680;BACRAFT SA INDUSTRIA DE PAPEL (REGISTRO CANCELADO)
19607;BAESA-ENERGETICA BARRA GRANDE SA (REGISTRO CANCELADO)
698;BAHEMA AGROPECUARIA SA (REGISTRO CANCELADO)
916601;BAHEMA EDUCAÇÃO RJ LTDA (REGISTRO ATIVO)
701;BAHEMA EDUCAÇÃO S.A. (REGISTRO ATIVO)
18155;BAHEMA EQUIPAMENTOS SA (REGISTRO CANCELADO)
710;BAHIA OTHON PALACE HOTEL SA (REGISTRO CANCELADO)
906370;BAHIA PCH I S/A (REGISTRO ATIVO)
16098;BAHIA TRUST DE RECEBIVEIS (REGISTRO CANCELADO)
52310;BAIDU INC (REGISTRO ATIVO)
52736;BAKER HUGHES CO (REGISTRO ATIVO)
21571;BALADARE PARTICIPAÇÕES S/A (REGISTRO CANCELADO)
59269;BALCHEM CORP (REGISTRO ATIVO)
53635;BALL CORP (REGISTRO ATIVO)
900169;BAMBOO SECURITIZADORA S.A (REGISTRO ATIVO)
752;BAMERINDUS SA CRED IMOBILIARIO (REGISTRO CANCELADO)
760;BAMERINDUS SA FINANC CRED INV (REGISTRO CANCELADO)
744;EMPREENDS (REGISTRO CANCELADO)
909739;BANCO  BOCOM BBM S/A (REGISTRO ATIVO)
900746;BANCO ABN AMRO S.A. (REGISTRO ATIVO)
909705;BANCO AGIBANK S.A. (REGISTRO ATIVO)
24465;BANCO AGIBANK S.A. (REGISTRO CANCELADO)
779;BANCO AGRIMISA SA (REGISTRO CANCELADO)
15512;BANCO ALVORADA S.A. (REGISTRO CANCELADO)
904979;BANCO ANDBANK (BRASIL) S/A (REGISTRO ATIVO)
900563;BANCO B3 S.A. (REGISTRO ATIVO)
825;BANCO BAMERINDUS BRASIL SA (REGISTRO CANCELADO)
833;BANCO BANDEIRANTES DE INVESTIMENTOS SA (REGISTRO CANCELADO)
909762;BANCO BANDEPE S/A (REGISTRO ATIVO)
1066;BANCO BANEB SA (REGISTRO CANCELADO)
1180;BANCO BANESTADO SA (REGISTRO CANCELADO)
1473;BANCO BANORTE SA EM LIQUIDAÇÃO EXTRAJUDI (REGISTRO CANCELADO)
1007;BANCO BARCLAYS S/A (REGISTRO CANCELADO)
930;BANCO BBM SA (REGISTRO CANCELADO)
957;BANCO BCN S.A. (REGISTRO CANCELADO)
1139;BANCO BEA SA (REGISTRO CANCELADO)
1147;BANCO BEC S/A (REGISTRO CANCELADO)
1074;BANCO BEG S.A. (REGISTRO CANCELADO)
1201;BANCO BERJ S.A. (REGISTRO CANCELADO)
1244;BANCO BESA S.A. (REGISTRO CANCELADO)
52299;BANCO BILBAO VIZCAYA ARGENTARIA SA (REGISTRO ATIVO)
24600;BANCO BMG S.A. (REGISTRO ATIVO)
91006;BANCO BMG S/A (REGISTRO ATIVO)
1716;BANCO BMG SA
850;BANCO BOAVISTA INTERATLANTICO SA (REGISTRO CANCELADO)
20869;BANCO BONSUCESSO S.A. (REGISTRO CANCELADO)
900878;BANCO BRADESCARD S.A. (REGISTRO ATIVO)
1163;BANCO BRADESCO BBI S/A (REGISTRO CANCELADO)
909812;BANCO BRADESCO BBI S/A (REGISTRO ATIVO)
904367;BANCO BRADESCO CARTOES S/A (REGISTRO ATIVO)
909671;BANCO BRADESCO FINANCIAMENTOS S/A (REGISTRO ATIVO)
900860;BANCO BRASILEIRO DE CREDITO S.A (REGISTRO ATIVO)
901090;BANCO BS2 S.A
91162;(EXCLUÍDA) (REGISTRO ATIVO)
11380;BANCO CACIQUE SA (REGISTRO CANCELADO)
900795;BANCO CAIXA GERAL BRASIL S/A (REGISTRO ATIVO)
900647;BANCO CAPITAL S/A (REGISTRO ATIVO)
900670;BANCO CARGILL S/A (REGISTRO ATIVO)
902445;BANCO CATERPILLAR S/A (REGISTRO ATIVO)
904508;BANCO CBSS S.A. (REGISTRO ATIVO)
900530;BANCO CETELEM S/A (REGISTRO ATIVO)
900845;BANCO CIFRA S/A (REGISTRO ATIVO)
901884;BANCO CITIBANK S/A (REGISTRO ATIVO)
901892;BANCO CLASSICO S/A (REGISTRO ATIVO)
902049;BANCO CNH INDUSTRIAL CAPITAL S/A (REGISTRO ATIVO)
1031;BANCO COMERCIAL BANCESA SA (REGISTRO CANCELADO)
787;BANCO COMERCIAL E DE INVESTIMENTO SUDAME (REGISTRO CANCELADO)
907592;BANCO COOPERATIVO SICREDI S/A (REGISTRO ATIVO)
900720;BANCO CREDIT AGRICOLE BRASIL S/A (REGISTRO ATIVO)
949;BANCO CREDITO REAL DE MG SA (REGISTRO CANCELADO)
901132;BANCO CREFISA S.A. (REGISTRO ATIVO)
795;BANCO CREFISUL S.A. (REGISTRO CANCELADO)
20753;BANCO CRUZEIRO DO SUL SA (REGISTRO CANCELADO)
900779;BANCO CSF S/A (REGISTRO ATIVO)
900704;BANCO DA CHINA BRASIL S/A (REGISTRO ATIVO)
900886;BANCO DE INVESTIMENTOS CREDIT SUISSE BRASIL S/A (REGISTRO ATIVO)
901025;BANCO DE LA NACION ARGENTINA (REGISTRO ATIVO)
904722;BANCO DE LAGE LANDEN  BRASIL S/A (REGISTRO ATIVO)
1090;BANDEPE (REGISTRO CANCELADO)
981;BANCO DESENV ESTADO BAHIA SA (REGISTRO CANCELADO)
900514;BANCO DIGIMAIS S/A (REGISTRO ATIVO)
12467;BANCO DO ESTADO DE MATO GROSSO S.A. (REGISTRO CANCELADO)
1104;(REGISTRO CANCELADO)
1112;BANE (REGISTRO CANCELADO)
1198;BEP (REGISTRO CANCELADO)
903781;BANCO FATOR S/A (REGISTRO ATIVO)
1252;BANCO FENICIA SA (REGISTRO CANCELADO)
900811;BANCO FIBRA S/A (REGISTRO ATIVO)
903674;BANCO FICSA S/A (REGISTRO ATIVO)
900803;BANCO FIDIS S/A (REGISTRO ATIVO)
6092;BANCO FININVEST SA (REGISTRO CANCELADO)
900837;BANCO FORD S/A (REGISTRO ATIVO)
900688;BANCO GMAC S.A. (REGISTRO ATIVO)
904060;BANCO GUANABARA S/A (REGISTRO ATIVO)
900696;BANCO HONDA S/A (REGISTRO ATIVO)
904375;BANCO IBM S/A (REGISTRO ATIVO)
901330;BANCO INBURSA S/A (REGISTRO ATIVO)
21377;BANCO INDUSTRIAL DO BRASIL (REGISTRO CANCELADO)
900894;BANCO INDUSTRIAL DO BRASIL S/A (REGISTRO ATIVO)
21113;BANCO INDUSTRIAL E COMERCIAL S/A (REGISTRO CANCELADO)
24406;BANCO INTER S.A. (REGISTRO CANCELADO)
914;BANCO ITABANCO S/A (REGISTRO CANCELADO)
1082;BANCO ITAU BBA S.A. (REGISTRO CANCELADO)
901058;BANCO ITAU CONSIGNADO S/A (REGISTRO ATIVO)
900662;BANCO ITAU VEICULOS S/A (REGISTRO ATIVO)
904516;BANCO ITAU-BBA S/A (REGISTRO ATIVO)
904482;BANCO ITAUCARD S/A (REGISTRO ATIVO)
903690;BANCO ITAUCRED FINANCIAMENTOS S/A (REGISTRO ATIVO)
3590;BANCO ITAULEASING S.A. (REGISTRO CANCELADO)
907543;BANCO J. SAFRA S/A (REGISTRO ATIVO)
904664;BANCO J.P. MORGAN S/A (REGISTRO ATIVO)
900928;BANCO KEB HANA DO BRASIL S/A (REGISTRO ATIVO)
904284;BM (REGISTRO ATIVO)
905091;BANCO LUSO BRASILEIRO S/A (REGISTRO ATIVO)
901017;BANCO MAXIMA S/A (REGISTRO ATIVO)
1317;BANCO MERCANTIL DE SÃO PAULO SA (REGISTRO CANCELADO)
902544;BANCO MERCEDES BENZ DO BRASIL S/A (REGISTRO ATIVO)
909515;BANCO MIZUHO DO BRASIL S.A. (REGISTRO ATIVO)
905422;BANCO MODAL S.A (REGISTRO ATIVO)
25755;BANCO MODAL S.A. (REGISTRO CANCELADO)
905505;BANCO MORGAN STANLEY S.A. (REGISTRO ATIVO)
901355;BANCO MUFG BRASIL S.A. (REGISTRO ATIVO)
1350;EM LIQUIDAÇÃO EXTRAJUDICIAL (REGISTRO ATIVO)
19828;BANCO NOSSA CAIXA S/A (REGISTRO CANCELADO)
901066;BANCO OLE BONSUCESSO CONSIGNADO S.A (REGISTRO ATIVO)
904565;BANCO ORIGINAL DO AGRONEGOCIO S/A (REGISTRO ATIVO)
901009;BANCO ORIGINAL S/A (REGISTRO ATIVO)
906248;BANCO OURINVEST S.A. (REGISTRO ATIVO)
1236;BANCO PROGRESSO SA (REGISTRO CANCELADO)
901140;BANCO PSA FINANCE BRASIL S/A (REGISTRO ATIVO)
907055;BANCO RABOBANK INTERNATIONAL BRASIL S/A (REGISTRO ATIVO)
21466;BANCO RCI BRASIL S.A. (REGISTRO ATIVO)
1392;BANCO REAL SA (REGISTRO CANCELADO)
907287;BANCO RENDIMENTO S.A. (REGISTRO ATIVO)
901181;BANCO RODOBENS S/A (REGISTRO ATIVO)
901314;BANCO SAFRA S/A (REGISTRO ATIVO)
1406;BANCO SAFRA S/A (REGISTRO CANCELADO)
56600;BANCO SANTANDER CHILE (REGISTRO ATIVO)
1368;BANCO SANTANDER NOROESTE SA (REGISTRO CANCELADO)
80160;BANCO SANTANDER S.A. (REGISTRO ATIVO)
868;BANCO SANTANDER S.A. (REGISTRO CANCELADO)
52469;BANCO SANTANDER SA (REGISTRO ATIVO)
902817;BANCO SEMEAR S/A (REGISTRO ATIVO)
909747;BANCO SISTEMA S/A (REGISTRO ATIVO)
20680;BANCO SOFISA SA (REGISTRO CANCELADO)
1422;BANCO SUDAMERIS BRASIL SA (REGISTRO CANCELADO)
907931;BANCO SUMITOMO MITSUI BRASILEIRO S/A (REGISTRO ATIVO)
908632;BANCO TOPAZIO S/A (REGISTRO ATIVO)
901371;BANCO TOYOTA DO BRASIL S/A (REGISTRO ATIVO)
908459;BANCO TRICURY S/A (REGISTRO ATIVO)
1015;BANCO ÚNICO S.A. (REGISTRO CANCELADO)
909093;BANCO VIPAL S/A (REGISTRO ATIVO)
901397;BANCO VOLVO BRASIL S/A (REGISTRO ATIVO)
91073;BANCO VOTORANTIM S.A. (REGISTRO NÃO CONCEDIDO)
900787;BANCO VR S/A (REGISTRO ATIVO)
909622;BANCO YAMAHA MOTOR DO BRASIL S/A (REGISTRO ATIVO)
7994;BANCOCIDADE LEASING ARR MERC SA (REGISTRO CANCELADO)
57975;BANCOLOMBIA SA (REGISTRO ATIVO)
901033;BANDA DE COURO ENERGETICA S/A (REGISTRO ATIVO)
15628;BANEB LEASING SA ARREND MERC (REGISTRO CANCELADO)
12017;BANESTADO LEASING SA ARR MERC (REGISTRO CANCELADO)
1457;BANESTADO SA CRED FIN E INV (REGISTRO CANCELADO)
15245;BANESTES LEASING SA ARR MERC (REGISTRO CANCELADO)
1155;BCO EST ESPIRITO SANTO (REGISTRO ATIVO)
8176;CRÉDITO, FINANCIAMENTO E INV (REGISTRO CANCELADO)
1376;BANFORT-BANCO FORTALEZA S.A. (REGISTRO CANCELADO)
21598;BANJUL PARTICIPAÇÕES SA (REGISTRO CANCELADO)
50059;BANK OF AMERICA CORPORATION (REGISTRO ATIVO)
900985;BANK OF AMERICA MERRILL LYNCH BANCO MULTIPLO S/A (REGISTRO ATIVO)
8990;BANKAMERICA COMERCIAL E PARTICIPAÇÕES S. (REGISTRO CANCELADO)
16500;BANKBOSTON COMPANHIA HIPOTECÁRIA (REGISTRO CANCELADO)
1465;BANORTE BANCO INVEST SA (REGISTRO CANCELADO)
1481;BANORTE CRED FIN E INVEST SA (REGISTRO CANCELADO)
1490;BANORTE CRED IMOBILIARIO SA (REGISTRO CANCELADO)
14001;BANORTE LEASING ARRENDAMENTO MERCANTIL S (REGISTRO CANCELADO)
15822;BANRISUL ARMAZENS GERAIS SA (REGISTRO ATIVO)
245542;BANRISUL CARTÕES S.A.
15130;BANRISUL S.A. ADMINISTRADORA DE CONSÓRCIOS (REGISTRO CANCELADO)
24554;INSTITUIÇÃO DE PAGAME (REGISTRO ATIVO)
1503;BANYLSA TECELAGEM DO BRASIL SA (REGISTRO CANCELADO)
12033;BAPTISTA DA SILVA PARTICIPAÇÕES E PROJET (REGISTRO CANCELADO)
908566;BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS S.A (REGISTRO ATIVO)
901207;BARAUNAS II ENERGETICA S/A (REGISTRO ATIVO)
1511;BARBER GREENE BRASIL INDUSTRIA E COMERCI (REGISTRO CANCELADO)
901165; TRANSPORTES MARITIMOS (REGISTRO ATIVO)
56553;BARCLAYS PLC (REGISTRO ATIVO)
1520;BARDELLA S.A. INDUSTRIAS MECANICAS (REGISTRO ATIVO)
21920;BARI SECURITIZADORA S.A. (REGISTRO CANCELADO)
901231;BARIGUI COMPANHIA HIPOTECARIA (REGISTRO ATIVO)
92851;BARRA BOOM HOLDING S.A
900188;BARREIRAS HOLDING S.A. (REGISTRO ATIVO)
11894;BARRETTO ARAUJO PROD CACAU SA (REGISTRO CANCELADO)
57894;BARRICK GOLD (REGISTRO ATIVO)
900314;BARUERI ENERGIA RENOVAVEL S.A. (REGISTRO ATIVO)
24970;BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A (REGISTRO CANCELADO)
21601;BASEL PARTICIPAÇÕES S/A (REGISTRO CANCELADO)
1538;BASF BRAS SA INDS QUIMICAS (REGISTRO CANCELADO)
1546;BATES SA (REGISTRO CANCELADO)
51004;BATH & BODY WORKS, INC. (REGISTRO ATIVO)
1562;BAUMER S.A. (REGISTRO ATIVO)
900993;BAUMINAS LOG E TRANSPORTES S.A (REGISTRO ATIVO)
900138;BAUTEK MINERAIS INDUSTRIAIS LTDA (REGISTRO ATIVO)
53619;BAXTER INTERNATIONAL INC (REGISTRO ATIVO)
901264;BB LEASING S/A ARREND MERCANTIL (REGISTRO ATIVO)
23159;BB SEGURIDADE PARTICIPAÇÕES S.A. (REGISTRO ATIVO)
13935;BB-LEASING SA ARRENDAMENTO MERCANTIL (REGISTRO CANCELADO)
892;BBC ADM E PARTICIPAÇÃO-EM LIQUIDAÇÃO ORD (REGISTRO CANCELADO)
14800;BBC LEASING ARREND MERCANTIL-EM LIQUIDAÇ (REGISTRO CANCELADO)
900555;BBM DB INCORPORACAO S. A. (REGISTRO ATIVO)
24660;BBM LOGISTICA S.A. (REGISTRO ATIVO)
901587;BBN BANCO BRASILEIRO DE NEGOCIOS S/A (REGISTRO ATIVO)
900589;BBO PARTICIPACOES S/A (REGISTRO ATIVO)
14842;BBV LEASING BRASIL SA ARR MERC (REGISTRO CANCELADO)
900108;BC GERAÇÃO E COMERCIALIZAÇÃO DE ENERGIA S.A. (REGISTRO ATIVO)
900654;BCBF PARTICIPACOES S.A.
2477;BCBF PARTICIPAÇÕES S.A.
24775;BCBF PARTICIPAÇÕES S.A. (REGISTRO CANCELADO)
90719;900654 (REGISTRO ATIVO)
900738;BCLV COMERCIO DE VEICULOS S.A. (REGISTRO ATIVO)
20958;BCO ABC BRASIL S.A. (REGISTRO ATIVO)
1384;BCO ALFA DE INVESTIMENTO S.A. (REGISTRO CANCELADO)
922;BCO AMAZONIA S.A. (REGISTRO ATIVO)
809;BCO AUXILIAR SA (REGISTRO CANCELADO)
817;BCO BAMERINDUS INVS SA (REGISTRO CANCELADO)
884;BCO BRADESCO INVESTIMENTO SA (REGISTRO CANCELADO)
906;BCO BRADESCO S.A. (REGISTRO ATIVO)
1023;BCO BRASIL S.A. (REGISTRO ATIVO)
22616;BCO BTG PACTUAL S.A. (REGISTRO ATIVO)
909853;BCO CEDULA S/A. (REGISTRO ATIVO)
2380;BCO CEDULA SA (REGISTRO CANCELADO)
973;BCO CREDIPLAN SA (REGISTRO CANCELADO)
20796;BCO DAYCOVAL S.A. (REGISTRO ATIVO)
1120;BANESE (REGISTRO ATIVO)
1171;BCO ESTADO DO PARA S.A. (REGISTRO ATIVO)
1210;BCO ESTADO DO RIO GRANDE DO SUL S.A. (REGISTRO ATIVO)
20885;BCO INDUSVAL S.A. (REGISTRO CANCELADO)
904524;BCO INTERCAP S/A (REGISTRO ATIVO)
990;BCO INV AMERICA SUL SA (REGISTRO CANCELADO)
1295;BCO MAISONNAVE DE INV SA (REGISTRO CANCELADO)
900951;BCO MAXINVEST S.A (REGISTRO ATIVO)
1309;BCO MERCANTIL DE INVESTIMENTOS S.A. (REGISTRO ATIVO)
1325;BCO MERCANTIL DO BRASIL S.A. (REGISTRO ATIVO)
1341;BCO NACIONAL INVS SA (REGISTRO CANCELADO)
1228;BCO NORDESTE DO BRASIL S.A. (REGISTRO ATIVO)
21199;BCO PAN S.A. (REGISTRO ATIVO)
80063;BCO PATAGONIA S.A. (REGISTRO ATIVO)
